127.0.0.1 - - [06/Jun/2024:12:21:22 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:32 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1502
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:34 +0530] "GET /ShoppingApp/customer_menu.jsp HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:36 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 2165
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:42 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:16:01 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 2019
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:16:03 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:16:55 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 2024
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:16:57 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:17:06 +0530] "GET /ShoppingApp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:17:06 +0530] "GET /ShoppingApp/ HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:17:18 +0530] "GET /ShoppingApp/home?username=sahil&password=sahil HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:17:28 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:18:42 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:22:36 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1098
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:24 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:25 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:26 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:26 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:28 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:28 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:28 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:33 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:34 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:34 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:19:34 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:20:00 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:20:03 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:20:06 +0530] "GET /ShoppingApp/home?username=sahil&password=sahil HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:20:08 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1011
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:22:35 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1011
0:0:0:0:0:0:0:1 - - [06/Jun/2024:23:25:56 +0530] "GET /ShoppingApp/payment?discount_amt=475.0 HTTP/1.1" 200 364
